obj_Value      Budget
733.642 	1000
367.957 	1000
581.435 	1000
868.423 	1000
582.647 	1000
673.437 	1000
117.008 	1000
754.366 	1000
1126.039 	1000
781.442 	1000
225.407 	1000
224.189 	1000
1166.745 	1000
566.064 	1000
476.442 	1000
165.438 	1000
414.344 	1000
468.939 	1000
614.378 	1000
584.237 	1000
646.803 	1000
559.549 	1000
485.325 	1000
313.416 	1000
493.884 	1000
636.428 	1000
615.194 	1000
318.722 	1000
933.595 	1000
710.234 	1000
204.234 	1000
566.841 	1000
273.179 	1000
567.429 	1000
603.175 	1000
729.130 	1000
277.425 	1000
531.760 	1000
289.610 	1000
1174.481 	1000
691.066 	1000
1062.070 	1000
198.201 	1000
206.183 	1000
597.961 	1000
624.895 	1000
195.038 	1000
616.724 	1000
159.475 	1000
649.603 	1000
544.794 	1000
518.499 	1000
316.974 	1000
757.008 	1000
127.944 	1000
610.733 	1000
651.274 	1000
596.007 	1000
218.928 	1000
432.503 	1000
771.922 	1000
120.509 	1000
87.577 	1000
757.488 	1000
205.148 	1000
599.940 	1000
533.234 	1000
423.040 	1000
170.262 	1000
597.007 	1000
215.115 	1000
601.955 	1000
741.263 	1000
257.834 	1000
278.059 	1000
346.971 	1000
661.522 	1000
992.350 	1000
476.438 	1000
286.425 	1000
672.144 	1000
439.563 	1000
510.838 	1000
559.699 	1000
812.478 	1000
338.267 	1000
119.545 	1000
696.467 	1000
584.656 	1000
642.448 	1000
191.108 	1000
682.159 	1000
776.980 	1000
554.837 	1000
198.449 	1000
814.854 	1000
164.944 	1000
592.586 	1000
246.426 	1000
450.486 	1000
