obj_Value     Budget
12570.0991    500
13460.8841    500
12567.9572    500
10489.5746    500
15868.3135    500
12933.4742    500
 5449.2548    500
15638.2248    500
12438.1132    500
14490.5633    500
 8683.9849    500
 9915.3387    500
13346.4134    500
 7530.9936    500
13461.5427    500
13410.0140    500
 8272.5644    500
13147.8576    500
12582.6452    500
16021.4610    500
 8852.0558    500
15492.0538    500
14848.6691    500
14525.3772    500
12216.8748    500
10721.0635    500
11551.7560    500
 8310.5320    500
16238.1612    500
13738.7456    500
12424.2704    500
15174.5582    500
11212.8717    500
 9500.0425    500
11962.0956    500
10982.3377    500
12936.6592    500
 7691.9163    500
10263.1876    500
13522.8363    500
10446.6517    500
 7894.6720    500
12313.7670    500
14858.9992    500
 8761.9256    500
16334.4242    500
14399.1156    500
13743.6398    500
15833.3657    500
11427.6426    500
 9608.5460    500
15944.8285    500
 6791.6069    500
 8579.5993    500
11689.3285    500
 9403.4364    500
12146.0085    500
 9418.8047    500
12597.7862    500
 8764.1253    500
 7581.7915    500
 9091.0130    500
 8366.6348    500
11015.3782    500
 9474.9056    500
12565.1889    500
 9278.6566    500
 9825.0599    500
15719.7562    500
 9620.2362    500
13232.3143    500
10897.4864    500
13672.7685    500
15466.4305    500
14408.4595    500
11027.5769    500
10291.0216    500
 7122.2125    500
11650.6292    500
11727.8126    500
13680.2344    500
16044.6699    500
13914.3047    500
14858.4637    500
12965.0134    500
 9642.5283    500
13202.6822    500
15894.5789    500
 8394.0908    500
12412.4703    500
14452.9549    500
 6269.7615    500
12101.5712    500
13252.4972    500
 9524.0448    500
16958.4371    500
11502.6142    500
11359.4297    500
11907.4996    500
16881.6150    500
