obj_Value     Budget
  632.3182    500
69762.8896    500
18833.3701    500
 5396.9487    500
  777.7831    500
11052.7208    500
  544.8979    500
 4042.2701    500
 1888.1519    500
18657.5909    500
38729.3117    500
 5752.3649    500
 1308.8143    500
14747.2727    500
 4988.1935    500
 5698.5714    500
18757.1299    500
 5074.9500    500
 1129.0623    500
 4540.2026    500
16441.6558    500
 1568.0701    500
  149.0488    500
 1158.0422    500
 8782.8636    500
13715.0779    500
 4259.4045    500
 1381.1779    500
10744.8052    500
24563.3506    500
  234.7452    500
  421.9907    500
 6195.5929    500
74649.4935    500
22094.0844    500
23310.7208    500
  789.1058    500
 1077.6000    500
 4861.1968    500
49221.3312    500
 2288.9383    500
55148.0584    500
36817.3571    500
52636.8117    500
44114.0974    500
31923.4156    500
 3234.2974    500
 1654.4396    500
 2973.5942    500
25005.8312    500
31774.5000    500
  740.8636    500
25825.5000    500
29097.2338    500
 4620.0500    500
20448.8377    500
22593.2792    500
51457.9286    500
27721.2662    500
15768.1688    500
 6570.5325    500
 9238.6753    500
40175.3766    500
10130.2468    500
 1554.7331    500
65545.5519    500
25843.6558    500
24987.9805    500
 6666.2403    500
 9353.7078    500
30855.9935    500
12046.9610    500
 8964.6494    500
 2153.2247    500
 6275.0974    500
  724.8984    500
  623.1292    500
32452.3442    500
13607.2468    500
  210.4637    500
72013.1364    500
  260.9550    500
36921.9351    500
39754.7078    500
31892.4870    500
31920.0065    500
16677.6818    500
21843.3766    500
  200.6104    500
 9610.5000    500
 7377.6818    500
 1684.8922    500
13897.2597    500
 6626.1370    500
 1733.4052    500
 8570.4675    500
  289.0321    500
93840.9026    500
  618.4796    500
69156.2857    500
