obj_Value     Budget
  203.0235    500
32560.0000    500
 6611.5000    500
  223.6406    500
  857.5205    500
32939.8462    500
30661.1282    500
32481.2115    500
23589.3397    500
 1531.0859    500
35058.6090    500
17406.7628    500
65666.6346    500
42560.9231    500
  235.1702    500
 3394.1591    500
27341.1538    500
21533.2821    500
39583.9304    500
11304.1923    500
  963.9077    500
10124.4808    500
  175.4415    500
12356.1026    500
25675.4231    500
32528.7308    500
18643.7051    500
10480.6154    500
55478.5385    500
45481.7885    500
15148.4615    500
  144.8550    500
11111.0000    500
81210.2564    500
74187.3205    500
25350.6603    500
11357.5833    500
  234.2687    500
  242.5450    500
18475.0064    500
36523.0256    500
  233.8900    500
47297.7500    500
60098.2278    500
23799.3974    500
18995.2078    500
 1681.3797    500
 4387.9455    500
31836.6948    500
17988.1923    500
36698.3077    500
 6860.4679    500
45233.7885    500
  243.9175    500
  249.3583    500
12043.7179    500
48199.9231    500
58962.7885    500
46749.1154    500
64909.5190    500
31962.2628    500
  418.5550    500
66756.7308    500
  213.8425    500
  224.5616    500
60345.0000    500
31219.6923    500
68106.2821    500
49682.7372    500
 2262.1008    500
27760.5000    500
37305.8462    500
70734.8013    500
40833.5385    500
37550.9487    500
31438.4231    500
39146.6923    500
17285.5519    500
 3371.4162    500
 2957.7162    500
  161.1350    500
13366.6346    500
43568.2179    500
47870.1709    500
42044.1266    500
35180.8654    500
24149.5321    500
21074.8141    500
  634.5656    500
 2877.9000    500
 2409.6994    500
56762.3654    500
37105.7115    500
30496.5449    500
 4655.1250    500
17928.3205    500
 2397.5974    500
82254.1923    500
  282.8288    500
74306.2115    500
