obj_Value     Budget
  321.6175    500
  338.9539    500
  662.7084    500
  220.1662    500
  162.7616    500
  233.9393    500
  167.4728    500
  123.5318    500
  213.0395    500
  133.3600    500
  107.5041    500
  161.3271    500
  701.3331    500
  119.4609    500
  675.8229    500
  203.5812    500
  223.7449    500
  379.9658    500
  159.2082    500
  119.7222    500
 1073.6866    500
  620.8355    500
  211.6887    500
  105.0277    500
  206.7776    500
  611.9837    500
  194.4401    500
  152.0652    500
  500.3515    500
  110.2066    500
  134.9650    500
  638.4526    500
  126.9156    500
  720.2650    500
  125.1428    500
  149.7869    500
  272.0441    500
  865.4653    500
  144.1556    500
  634.9636    500
  201.6688    500
  133.0867    500
  281.5997    500
  215.1620    500
  122.3961    500
  964.9234    500
 1087.3749    500
  621.8154    500
  176.6326    500
  109.2703    500
  124.6873    500
  191.2003    500
  605.4809    500
  202.0428    500
  233.4135    500
  163.5571    500
  170.4668    500
  133.7254    500
  143.1275    500
  121.0715    500
  100.6783    500
  283.9896    500
  163.6298    500
  140.3728    500
  857.9496    500
  129.1679    500
  985.6435    500
  912.3443    500
  635.5592    500
  114.0865    500
 3342.6854    500
  222.2390    500
  153.6073    500
 2515.6760    500
  593.5957    500
  263.6093    500
  294.4530    500
  144.7652    500
  240.8062    500
  262.7063    500
  179.1825    500
  712.6055    500
  656.7665    500
  152.0159    500
  122.9996    500
  105.7262    500
  110.9486    500
  158.2885    500
  159.2390    500
  635.0987    500
  177.8770    500
  128.8672    500
 3799.8394    500
  239.1523    500
  113.6057    500
  190.4504    500
  114.9122    500
  115.4540    500
  158.1335    500
  112.8871    500
