obj_Value    Budget
   29.7199   3000
   39.8450   3000
   35.5565   3000
   36.7015   3000
   26.3330   3000
   29.3560   3000
   33.4075   3000
   45.5843   3000
   31.1090   3000
   34.7595   3000
   26.5170   3000
   33.2630   3000
   31.9158   3000
   32.8820   3000
   42.1575   3000
   39.1500   3000
   31.0925   3000
   33.6955   3000
   27.2830   3000
   65.7853   3000
   66.4750   3000
   31.9630   3000
   30.8170   3000
   30.4185   3000
   32.8785   3000
   30.3990   3000
   30.6085   3000
   24.6575   3000
   29.5305   3000
   83.8096   3000
   29.2590   3000
   30.0655   3000
   33.4080   3000
   38.1120   3000
   30.9420   3000
   45.0580   3000
   29.9145   3000
   32.9475   3000
   30.6280   3000
   29.3880   3000
   35.0915   3000
   27.4935   3000
   30.6175   3000
   30.4710   3000
   31.6840   3000
   31.4925   3000
   28.7470   3000
   39.6760   3000
   25.6985   3000
   36.7670   3000
   32.0580   3000
   29.5290   3000
   53.2786   3000
   31.1420   3000
   30.8290   3000
   29.7155   3000
   27.4210   3000
   37.3826   3000
   30.2405   3000
   29.4955   3000
   29.9927   3000
   33.2260   3000
   29.1120   3000
   29.8730   3000
   30.2430   3000
   30.0015   3000
   41.1555   3000
   37.5999   3000
   30.6300   3000
   30.0580   3000
   33.1495   3000
   29.4400   3000
   47.7061   3000
   50.1793   3000
   54.2650   3000
   31.9989   3000
   33.3480   3000
   37.3600   3000
   32.2735   3000
   35.1822   3000
   35.5976   3000
   33.3835   3000
   33.0615   3000
   34.3980   3000
   32.7615   3000
   32.1320   3000
   65.1860   3000
   31.6040   3000
   33.7350   3000
   29.6045   3000
   31.8815   3000
   34.2530   3000
   36.5735   3000
   30.4590   3000
   34.0791   3000
   26.2585   3000
   57.0703   3000
   28.8420   3000
   37.3996   3000
   30.2121   3000
