obj_Value    Budget
   27.1159   3000
   30.7409   3000
   24.1459   3000
   26.3960   3000
   56.7106   3000
   61.8827   3000
   25.4037   3000
   24.9149   3000
   25.7354   3000
   24.0811   3000
   23.9953   3000
   56.8409   3000
   24.9718   3000
   36.3432   3000
   49.0468   3000
   59.4178   3000
   25.8089   3000
   24.0557   3000
   25.7970   3000
   23.8391   3000
   43.1195   3000
   68.1809   3000
   51.8272   3000
   52.0956   3000
   25.1966   3000
   51.3430   3000
   48.7463   3000
   57.8889   3000
  138.5358   3000
   24.9500   3000
   30.8372   3000
   63.1314   3000
   22.7925   3000
   58.2223   3000
   29.0336   3000
   63.7517   3000
   27.7375   3000
   49.5107   3000
   52.1642   3000
   23.9532   3000
   25.4546   3000
   52.1544   3000
   23.8945   3000
   25.9264   3000
   24.5649   3000
   28.7484   3000
   48.2833   3000
   27.0007   3000
   26.5208   3000
   25.8003   3000
   32.0574   3000
   28.4050   3000
   60.3565   3000
   30.6035   3000
   28.8921   3000
   26.3208   3000
   25.2045   3000
   53.7128   3000
   24.4722   3000
   46.2823   3000
   52.6574   3000
  216.2042   3000
   29.3592   3000
   29.4388   3000
   23.8087   3000
   24.0258   3000
   27.2692   3000
   29.8610   3000
   27.3360   3000
   59.8674   3000
   62.5732   3000
   29.5732   3000
   24.6555   3000
   63.4146   3000
   53.4835   3000
   32.3833   3000
   26.6566   3000
   27.1738   3000
   36.9579   3000
   30.6435   3000
   59.1396   3000
   62.0801   3000
   64.9674   3000
   47.1361   3000
   25.4723   3000
   56.4797   3000
   27.2472   3000
   33.9226   3000
   24.0057   3000
   24.6560   3000
   52.6714   3000
   25.2109   3000
   58.0382   3000
   32.6463   3000
   62.3473   3000
   26.6157   3000
   25.1493   3000
   23.0958   3000
   32.3606   3000
   24.2953   3000
