obj_Value     Budget
 3038.3996    500
 2755.5573    500
 2735.9299    500
 2808.4335    500
 3680.7995    500
 2585.7417    500
 2917.3080    500
 1741.7149    500
 2760.9880    500
 2646.3091    500
 2985.0830    500
 2377.5585    500
 3046.6590    500
 3334.0367    500
 1624.1417    500
 1986.6814    500
 2280.4353    500
 2381.9004    500
 2566.3602    500
 2409.0405    500
 3210.2860    500
 2426.4010    500
 2667.6238    500
 2824.5148    500
 3422.0106    500
 3589.3291    500
 2752.9694    500
 2952.5281    500
 3047.0987    500
 2500.2752    500
 2470.2809    500
 2676.5051    500
 2298.3279    500
 2805.7149    500
 2134.1165    500
 3257.8393    500
 2201.7506    500
 2635.1145    500
 2951.0775    500
 1963.4732    500
 2683.1885    500
 3504.7231    500
 2504.0832    500
 2741.7237    500
 2989.2379    500
 2414.5715    500
 2831.8261    500
 3139.6476    500
 2727.8218    500
 3178.3259    500
 3437.7920    500
 2706.2225    500
 2484.9711    500
 2775.1651    500
 3143.2239    500
 2747.4009    500
 2728.0557    500
 2501.2580    500
 3711.5499    500
 1774.4867    500
 1899.0532    500
 2139.6605    500
 2062.0597    500
 3234.2952    500
 3204.8436    500
 2969.4298    500
 3463.8502    500
 3470.9306    500
 3841.4576    500
 2386.4722    500
 2957.9468    500
 2075.3650    500
 3030.7510    500
 2793.5272    500
 2874.6031    500
 2579.0328    500
 2658.1084    500
 3115.4338    500
 2059.1879    500
 3269.1635    500
 3462.3726    500
 3187.5550    500
 2499.6092    500
 2936.2823    500
 2578.2319    500
 2843.6826    500
 2434.8002    500
 3663.3565    500
 2960.0310    500
 2227.6783    500
 2109.9294    500
 1765.8665    500
 2331.3309    500
 2781.1521    500
 2392.9336    500
 2390.9934    500
 3163.8974    500
 2703.7792    500
 2284.8384    500
 2708.1600    500
