obj_Value     Budget
   60.5438    500
   53.8060    500
   32.5493    500
   42.6674    500
  273.1686    500
  538.8851    500
   61.7704    500
   35.6532    500
   41.3909    500
   33.7053    500
   26.6264    500
  282.1230    500
   73.4370    500
   72.1465    500
  210.2370    500
  279.7875    500
   41.3986    500
   35.9917    500
   34.9274    500
   36.4542    500
   74.0091    500
  260.9969    500
  538.1386    500
  391.0905    500
   35.3730    500
  309.7440    500
   86.7475    500
  644.8327    500
  413.8933    500
   55.8477    500
   55.4280    500
  276.1127    500
   42.2970    500
  266.8757    500
  317.6134    500
  262.7126    500
   44.4818    500
  399.3728    500
  290.9900    500
   29.5067    500
   76.9286    500
  298.7932    500
   33.2748    500
   50.0474    500
   27.5646    500
   33.7606    500
  285.2623    500
   50.7747    500
   36.0606    500
   40.9943    500
   57.9369    500
  249.6832    500
  236.2485    500
   47.1310    500
   49.6475    500
   44.6670    500
   44.6228    500
  234.4921    500
   32.7446    500
  273.9488    500
  828.8707    500
  281.0041    500
   36.3103    500
   46.1278    500
   48.5963    500
   64.3565    500
   46.7080    500
  114.3464    500
   59.8272    500
  260.6176    500
  264.2600    500
   35.5177    500
   40.1284    500
  638.4221    500
  158.2035    500
   48.1685    500
   97.9401    500
   55.8659    500
   48.1589    500
   34.1269    500
  261.8354    500
  301.7515    500
  327.0524    500
  271.0107    500
   74.5653    500
  328.4380    500
   37.1111    500
   49.2356    500
   34.6160    500
   34.4991    500
  228.4660    500
   40.2315    500
 1508.0777    500
   53.2492    500
  276.6731    500
   88.0734    500
   37.5559    500
   60.0158    500
   91.0245    500
   28.6395    500
