obj_Value     Budget
 6080.8312    200
79240.0325    200
36700.7208    200
42542.3052    200
28876.5974    200
37286.7857    200
19024.2338    200
20056.8442    200
49654.0065    200
47372.6364    200
45605.6429    200
13881.6818    200
14581.3896    200
45847.3766    200
19446.4351    200
34629.6169    200
31195.1948    200
14712.3052    200
13343.9253    200
 9161.5455    200
30028.5065    200
 9185.7338    200
 9897.9610    200
 6433.8571    200
53840.5260    200
44324.4091    200
35015.9286    200
11029.5130    200
23624.3831    200
61512.9481    200
  477.1925    200
 3174.6299    200
28409.2078    200
81035.3571    200
59142.8052    200
31292.8117    200
 4452.7987    200
65307.4091    200
14698.9156    200
68774.2727    200
25305.7727    200
68274.1169    200
57442.5000    200
57357.4026    200
50114.9545    200
60992.0390    200
48922.6623    200
31539.3766    200
24866.9675    200
40308.2727    200
37060.6494    200
 5154.1883    200
40459.5390    200
43295.8182    200
20271.7273    200
33402.0390    200
30953.8442    200
67705.2143    200
74891.5130    200
57434.0455    200
21084.9351    200
19668.1039    200
78699.7922    200
28954.5844    200
17900.3117    200
70731.5325    200
51327.0000    200
61752.8052    200
34565.9740    200
40377.9286    200
32492.3247    200
82411.7078    200
44364.6558    200
22350.3831    200
49426.5065    200
29350.2987    200
20367.5584    200
38891.5195    200
34510.2987    200
 3171.5922    200
80701.2403    200
 5681.8052    200
71491.0519    200
70068.0779    200
54091.5649    200
37726.5000    200
29802.8636    200
30261.2792    200
 2715.8636    200
12894.0325    200
19020.8766    200
36352.3182    200
24159.6104    200
28494.1688    200
24552.6688    200
20610.4870    200
 9753.0455    200
275074.5779    200
 7020.5260    200
92621.9545    200
