obj_Value     Budget
16248.1459    200
17224.8347    200
12351.1847    200
 8920.0543    200
14883.0811    200
13135.4994    200
15608.1603    200
14590.4674    200
12959.5554    200
22324.1367    200
14627.9292    200
15047.8892    200
18997.4694    200
19020.5867    200
13480.2555    200
12445.2853    200
14495.0504    200
14489.5678    200
13992.7781    200
16135.3792    200
14946.5308    200
16316.2113    200
15482.6716    200
14481.0297    200
13063.3824    200
13143.6486    200
11099.3433    200
15067.6262    200
18432.1935    200
12885.7625    200
 6602.7110    200
10756.1050    200
13408.6604    200
 9454.0022    200
16431.1636    200
13740.3319    200
11934.0606    200
22527.4933    200
22294.3754    200
18460.1383    200
10989.7667    200
18230.1385    200
12452.5515    200
16668.7433    200
18719.7138    200
15812.2581    200
20432.2846    200
17950.9768    200
10417.0156    200
11735.5314    200
17929.7381    200
18414.2914    200
13337.7775    200
18644.8412    200
17298.5411    200
17713.3331    200
15928.0723    200
17973.7996    200
 6886.6839    200
20481.9254    200
11886.6696    200
 9270.2811    200
 9199.1802    200
 7918.2054    200
14833.0610    200
17143.9135    200
12319.1234    200
14015.3548    200
16195.0408    200
15292.1082    200
14800.9804    200
19559.8559    200
17879.8556    200
16553.9803    200
11215.3642    200
14371.0639    200
21349.6423    200
17511.1076    200
13178.6543    200
 8565.4557    200
15632.8659    200
18186.6715    200
16622.2140    200
13985.9603    200
14502.5922    200
 9672.2183    200
17642.0642    200
14610.1123    200
15661.5534    200
20826.5023    200
15425.3939    200
20722.1339    200
16931.8768    200
12681.4557    200
 7609.0960    200
18775.1497    200
15692.4402    200
11739.8028    200
15290.6246    200
 8959.8489    200
