obj_Value    Budget
  115.3850   2000
 2482.5064   2000
  147.6400   2000
  142.0502   2000
  156.4100   2000
  170.2038   2000
  768.4859   2000
 2240.7109   2000
 8285.9615   2000
  113.5350   2000
  141.5800   2000
  242.1904   2000
  149.4222   2000
 7468.7692   2000
  174.0335   2000
  153.3775   2000
  142.8249   2000
  160.0200   2000
 4825.3923   2000
 3676.4365   2000
  131.0250   2000
  142.6850   2000
  125.2438   2000
  144.7772   2000
  137.0188   2000
  263.7465   2000
  124.5465   2000
  106.9400   2000
  125.7133   2000
 7327.5000   2000
  146.4369   2000
  138.9113   2000
  407.8000   2000
  195.5902   2000
  800.5192   2000
 1363.3500   2000
  141.6700   2000
  134.9550   2000
  123.7187   2000
  201.1717   2000
  132.3004   2000
  130.9723   2000
17770.0641   2000
38174.8462   2000
  149.0063   2000
  136.3621   2000
  158.5559   2000
  192.0973   2000
  128.2135   2000
 1555.3558   2000
  181.3721   2000
  142.7750   2000
  179.6750   2000
  160.4367   2000
  144.4779   2000
  164.3350   2000
 7712.2756   2000
39935.5705   2000
  162.5412   2000
 6738.9615   2000
  174.0602   2000
  143.2478   2000
  276.4431   2000
  159.4400   2000
  111.0700   2000
  163.3903   2000
17143.6923   2000
 4394.5500   2000
  247.2631   2000
  131.1432   2000
  178.0264   2000
  143.2555   2000
 4575.2636   2000
19441.1410   2000
  182.3058   2000
  111.0000   2000
  135.8571   2000
  290.6100   2000
  124.6178   2000
  132.9400   2000
  131.8200   2000
  142.7800   2000
 4936.8833   2000
 3873.0000   2000
 2659.8897   2000
19295.0897   2000
 6215.1859   2000
  162.5950   2000
  135.3650   2000
  146.9050   2000
  160.2150   2000
  149.9769   2000
  207.2186   2000
  130.8656   2000
  142.2100   2000
  164.2312   2000
  149.2000   2000
  143.4558   2000
  272.7000   2000
32889.8269   2000
