obj_Value      Budget
945.72 	2000
1215.70 	2000
744.52 	2000
845.90 	2000
1259.71 	2000
602.53 	2000
979.60 	2000
584.82 	2000
1274.02 	2000
1198.71 	2000
1397.19 	2000
817.74 	2000
447.82 	2000
1500.66 	2000
1185.01 	2000
1225.50 	2000
1752.53 	2000
933.82 	2000
604.47 	2000
563.11 	2000
1183.20 	2000
375.47 	2000
872.09 	2000
641.52 	2000
814.67 	2000
704.87 	2000
384.24 	2000
1448.48 	2000
1241.64 	2000
1493.45 	2000
1104.41 	2000
508.46 	2000
1118.10 	2000
897.03 	2000
482.52 	2000
947.20 	2000
1259.29 	2000
1449.04 	2000
910.31 	2000
630.63 	2000
1255.90 	2000
1090.42 	2000
1315.79 	2000
734.05 	2000
416.30 	2000
656.97 	2000
1358.75 	2000
578.23 	2000
689.82 	2000
892.87 	2000
898.87 	2000
545.56 	2000
1078.50 	2000
845.88 	2000
421.81 	2000
858.23 	2000
886.58 	2000
675.15 	2000
444.91 	2000
567.85 	2000
1712.76 	2000
762.43 	2000
1057.36 	2000
1029.96 	2000
723.74 	2000
468.47 	2000
1203.99 	2000
539.37 	2000
1095.30 	2000
464.41 	2000
773.34 	2000
637.17 	2000
760.57 	2000
1187.09 	2000
1056.86 	2000
343.55 	2000
776.00 	2000
452.71 	2000
1469.06 	2000
1286.74 	2000
1609.81 	2000
653.12 	2000
430.56 	2000
726.83 	2000
1464.70 	2000
834.62 	2000
605.24 	2000
1151.12 	2000
994.88 	2000
1146.59 	2000
1092.94 	2000
508.04 	2000
1026.45 	2000
755.49 	2000
1309.44 	2000
554.94 	2000
797.03 	2000
1858.59 	2000
749.67 	2000
511.28 	2000
