obj_Value      Budget
300.54 	2000
416.78 	2000
122.78 	2000
208.58 	2000
219.64 	2000
447.67 	2000
389.45 	2000
113.55 	2000
526.05 	2000
143.52 	2000
476.82 	2000
264.33 	2000
317.42 	2000
75.79 	2000
466.76 	2000
514.20 	2000
413.12 	2000
183.32 	2000
152.13 	2000
158.44 	2000
139.25 	2000
110.96 	2000
170.71 	2000
223.80 	2000
199.91 	2000
196.70 	2000
188.46 	2000
182.14 	2000
271.28 	2000
315.00 	2000
75.31 	2000
182.29 	2000
484.82 	2000
466.33 	2000
129.21 	2000
418.62 	2000
375.99 	2000
78.30 	2000
224.44 	2000
191.80 	2000
269.84 	2000
276.03 	2000
286.62 	2000
175.84 	2000
195.05 	2000
184.07 	2000
148.03 	2000
437.80 	2000
229.88 	2000
264.49 	2000
308.52 	2000
152.80 	2000
592.81 	2000
134.42 	2000
112.57 	2000
157.91 	2000
288.94 	2000
136.24 	2000
468.65 	2000
325.02 	2000
598.24 	2000
354.84 	2000
183.82 	2000
173.89 	2000
182.76 	2000
134.87 	2000
321.83 	2000
470.98 	2000
314.28 	2000
344.77 	2000
505.51 	2000
139.65 	2000
210.93 	2000
364.66 	2000
326.57 	2000
196.15 	2000
130.51 	2000
323.24 	2000
225.14 	2000
115.24 	2000
556.99 	2000
247.84 	2000
240.94 	2000
163.66 	2000
544.27 	2000
593.33 	2000
105.93 	2000
356.59 	2000
511.06 	2000
362.48 	2000
404.99 	2000
116.55 	2000
222.93 	2000
549.16 	2000
362.62 	2000
184.66 	2000
274.49 	2000
450.46 	2000
140.91 	2000
160.76 	2000
