obj_Value    Budget
   54.2218   5000
   59.9803   5000
   60.9541   5000
   51.4951   5000
   57.1948   5000
   60.5087   5000
   71.2455   5000
   53.8556   5000
   61.9307   5000
   51.6377   5000
   60.4484   5000
   57.8750   5000
   53.8504   5000
   63.0953   5000
   57.8808   5000
   66.0602   5000
   52.3277   5000
   59.9105   5000
   62.3263   5000
   52.0309   5000
   64.7796   5000
   57.0053   5000
   72.6669   5000
   58.3265   5000
   69.7964   5000
   54.4503   5000
   49.5673   5000
   57.5714   5000
   53.6444   5000
   61.7672   5000
   55.8909   5000
   60.6200   5000
   50.1108   5000
   52.7009   5000
   68.8870   5000
   62.3996   5000
   64.7250   5000
   54.3896   5000
   53.4603   5000
   54.1430   5000
   66.4056   5000
   60.1504   5000
   58.5734   5000
   60.0540   5000
   54.8577   5000
   56.7544   5000
   63.6617   5000
   51.9544   5000
   54.5633   5000
   65.4194   5000
   59.5749   5000
   58.7616   5000
   53.2065   5000
   56.4190   5000
   59.6310   5000
   52.0119   5000
   63.6775   5000
   60.3781   5000
   51.0209   5000
   54.1116   5000
   54.2593   5000
   64.4710   5000
   60.0080   5000
   53.2022   5000
   62.0185   5000
   56.9290   5000
   63.7702   5000
   52.2711   5000
   57.5576   5000
   60.6915   5000
   58.0882   5000
   57.7218   5000
   59.7739   5000
   54.1875   5000
   57.8808   5000
   52.3832   5000
   53.2865   5000
   84.7147   5000
   61.7037   5000
   63.9536   5000
   50.5834   5000
   55.0481   5000
   66.9942   5000
   61.7873   5000
   64.4702   5000
   56.8414   5000
   52.1874   5000
   67.7606   5000
   54.1557   5000
   58.3260   5000
   48.0695   5000
   58.9456   5000
   56.1081   5000
   52.5986   5000
   59.7007   5000
   52.3494   5000
   55.7293   5000
   67.1549   5000
   61.7427   5000
   59.2736   5000
