obj_Value    Budget
   26.7941   5000
   24.3037   5000
   24.0819   5000
   23.0013   5000
   47.4169   5000
   56.8571   5000
   24.0059   5000
   24.8672   5000
   24.1326   5000
   23.6543   5000
   23.4555   5000
   34.7269   5000
   23.7144   5000
   33.6725   5000
   28.6505   5000
   47.5059   5000
   24.5540   5000
   23.5947   5000
   24.9742   5000
   23.4357   5000
   42.5261   5000
   58.8435   5000
   47.4789   5000
   50.6928   5000
   22.0939   5000
   50.0926   5000
   32.9414   5000
   47.2734   5000
  135.4941   5000
   24.4599   5000
   28.8294   5000
   49.8277   5000
   22.7111   5000
   53.4943   5000
   26.1361   5000
   49.5384   5000
   26.7661   5000
   27.9421   5000
   24.5499   5000
   23.8496   5000
   23.0984   5000
   44.5966   5000
   23.4953   5000
   25.7054   5000
   24.1954   5000
   27.3858   5000
   27.8384   5000
   26.3301   5000
   25.0763   5000
   24.7243   5000
   25.3311   5000
   27.4014   5000
   52.7297   5000
   27.5444   5000
   28.0434   5000
   25.4163   5000
   24.5281   5000
   48.1608   5000
   24.2223   5000
   43.2705   5000
   46.7884   5000
   59.6330   5000
   25.9209   5000
   26.0470   5000
   23.6157   5000
   23.3518   5000
   21.6132   5000
   26.4283   5000
   25.7785   5000
   50.9880   5000
   57.5316   5000
   25.8771   5000
   22.9394   5000
   55.6946   5000
   41.1309   5000
   29.8584   5000
   26.0884   5000
   26.5952   5000
   35.5569   5000
   25.9662   5000
   47.0248   5000
   48.1344   5000
   61.2341   5000
   31.8112   5000
   25.1413   5000
   53.4325   5000
   26.9534   5000
   32.9713   5000
   23.8576   5000
   24.1654   5000
   38.0377   5000
   23.7760   5000
   50.8812   5000
   30.2971   5000
   57.4460   5000
   25.9018   5000
   24.7323   5000
   21.5055   5000
   24.2144   5000
   23.9673   5000
