obj_Value    Budget
   37.5865   5000
   47.8399   5000
   23.6000   5000
   46.0045   5000
   25.2945   5000
   27.4990   5000
   61.6650   5000
   27.7365   5000
   32.0170   5000
   28.3010   5000
   27.0330   5000
   27.4235   5000
   27.7440   5000
   28.4610   5000
   42.1560   5000
   45.9177   5000
   26.5095   5000
   28.3453   5000
   29.2665   5000
  346.5204   5000
   26.6468   5000
   27.5770   5000
   24.7350   5000
   22.8292   5000
   28.1626   5000
   24.6595   5000
   24.6560   5000
   29.2105   5000
   25.8190   5000
   31.2910   5000
   41.5845   5000
   25.8460   5000
   34.4125   5000
   31.9290   5000
   26.9989   5000
   44.7961   5000
   28.2370   5000
   27.3080   5000
   25.8335   5000
   27.7100   5000
   25.5780   5000
   43.2905   5000
   41.8212   5000
   23.6988   5000
   41.6670   5000
   25.6375   5000
   24.6280   5000
   42.4300   5000
   27.7430   5000
   45.1210   5000
   26.5640   5000
   25.8160   5000
   24.4715   5000
   24.8485   5000
   26.3520   5000
   24.5400   5000
   28.9268   5000
   24.6040   5000
   25.8645   5000
   26.2500   5000
   22.9960   5000
   26.9438   5000
   28.7910   5000
   27.7460   5000
   27.4355   5000
   25.7210   5000
   42.2520   5000
   28.9345   5000
   25.7405   5000
   27.5855   5000
   30.9915   5000
   29.6665   5000
   22.7450   5000
 1691.5494   5000
   23.5175   5000
   25.8300   5000
   22.7240   5000
   43.6880   5000
   28.5775   5000
   25.6730   5000
   24.9950   5000
   25.2360   5000
   27.3240   5000
   29.9385   5000
   31.0790   5000
   26.0810   5000
   24.9700   5000
   39.0360   5000
   22.3680   5000
   24.2230   5000
   42.6860   5000
   26.3305   5000
   31.8910   5000
   27.2490   5000
   28.8245   5000
   25.2015   5000
   42.1365   5000
   32.2515   5000
   26.3485   5000
 3340.3417   5000
