obj_Value      Budget
68.665 	5000
135.176 	5000
123.348 	5000
109.640 	5000
73.820 	5000
96.534 	5000
108.636 	5000
125.173 	5000
63.928 	5000
85.164 	5000
115.133 	5000
93.302 	5000
81.294 	5000
92.443 	5000
117.547 	5000
86.214 	5000
179.738 	5000
93.012 	5000
71.607 	5000
83.875 	5000
90.168 	5000
72.249 	5000
125.994 	5000
130.629 	5000
92.063 	5000
77.179 	5000
58.638 	5000
155.030 	5000
94.376 	5000
107.936 	5000
110.721 	5000
149.802 	5000
66.874 	5000
70.261 	5000
124.931 	5000
97.522 	5000
92.285 	5000
87.062 	5000
76.039 	5000
100.666 	5000
56.194 	5000
64.553 	5000
90.508 	5000
110.205 	5000
99.343 	5000
61.065 	5000
71.363 	5000
99.379 	5000
61.800 	5000
75.987 	5000
111.104 	5000
174.822 	5000
87.073 	5000
89.944 	5000
111.136 	5000
102.243 	5000
68.548 	5000
86.698 	5000
140.738 	5000
139.998 	5000
75.521 	5000
79.607 	5000
72.379 	5000
122.022 	5000
72.925 	5000
92.180 	5000
111.667 	5000
131.348 	5000
144.818 	5000
67.769 	5000
70.779 	5000
167.026 	5000
62.357 	5000
69.289 	5000
61.586 	5000
91.347 	5000
99.121 	5000
142.822 	5000
143.119 	5000
62.396 	5000
135.833 	5000
84.557 	5000
137.017 	5000
115.241 	5000
128.613 	5000
69.649 	5000
92.325 	5000
99.130 	5000
98.298 	5000
90.171 	5000
108.729 	5000
117.240 	5000
62.799 	5000
68.769 	5000
144.851 	5000
154.974 	5000
65.223 	5000
62.799 	5000
148.108 	5000
94.162 	5000
